t,value
1653361215,0.0208984375
1653361245,0.0208984375
1653361275,0.0208984375
1653361305,0.0208984375
1653361335,0.0208984375
1653361365,0.0208984375
1653361395,0.0208984375
1653361425,0.0208984375
1653361455,0.0208984375
1653361485,0.0208984375
1653361515,0.0208984375
1653361545,0.0208984375
1653361575,0.0208984375
1653361605,0.0208984375
1653361635,0.02099609375
1653361665,0.02099609375
1653361695,0.02099609375
1653361725,0.02099609375
1653361755,0.02080078125
1653361785,0.020703125
1653361815,0.020703125
1653361845,0.020703125
1653361875,0.020703125
1653361905,0.020703125
1653361935,0.020703125
1653361965,0.020703125
1653361995,0.020703125
1653362025,0.020703125
1653362055,0.020703125
1653362085,0.020703125
1653362115,0.020703125
1653362145,0.020703125
1653362175,0.020703125
1653362205,0.020703125
1653362235,0.020703125
1653362265,0.020703125
1653362295,0.020703125
1653362325,0.020703125
1653362355,0.020703125
1653362385,0.020703125
1653362415,0.020703125
1653362445,0.020703125
1653364267,0.020703125
1653364297,0.020703125
1653365232,0.020703125
1653365262,0.020703125
1653366554,0.020703125
1653366584,0.020703125
1653366614,0.020703125
1653366644,0.020703125
1653366674,0.020703125
1653366704,0.020703125
1653366734,0.02099609375
1653366764,0.0208984375
1653366794,0.0208984375
1653366824,0.0208984375
1653366854,0.0208984375
1653366884,0.0208984375
1653366914,0.0208984375
1653366944,0.0208984375
1653366974,0.0208984375
1653367004,0.0208984375
1653367034,0.0208984375
1653367064,0.0208984375
1653367094,0.02099609375
1653367124,0.02099609375
1653367154,0.02099609375
1653367184,0.02099609375
1653367214,0.02099609375
1653367244,0.02099609375
1653367274,0.02099609375
1653367304,0.02099609375
1653367334,0.02099609375
1653367400,0.02099609375
1653367430,0.02099609375
1653367460,0.02099609375
1653367490,0.02099609375
1653367520,0.02099609375
1653367550,0.02099609375
1653367580,0.021484375
1653367610,0.02080078125
1653367640,0.02080078125
1653367670,0.02080078125
1653367700,0.02080078125
1653367730,0.02080078125
1653367760,0.02158203125
1653367790,0.02158203125
1653367848,0.0208984375
1653367878,0.0208984375
1653367908,0.0208984375
1653367938,0.0208984375
1653367968,0.0208984375
1653367998,0.0208984375
1653368028,0.0208984375
1653368058,0.0212890625
1653368088,0.02080078125
1653368118,0.02080078125
1653368148,0.02080078125
1653368178,0.02080078125
1653368208,0.02080078125
1653368238,0.02119140625
1653369096,0.0208984375
1653369126,0.0208984375
1653369156,0.0208984375
1653369186,0.0208984375
1653369216,0.0208984375
1653369246,0.0208984375
1653369276,0.0208984375
1653369306,0.02119140625
1653369336,0.02109375
1653369366,0.02109375
1653369396,0.02109375
1653412459,0.02109375
1653412489,0.02109375
1653412519,0.02109375
1653412549,0.02109375
1653412579,0.02109375
1653412609,0.02109375
1653412639,0.021484375
1653412669,0.021484375
1653412699,0.021484375
1653412729,0.021484375
1653412759,0.021484375
1653412789,0.021484375
1653412819,0.021875
1653412849,0.021875
1653412879,0.021875
1653412909,0.021875
1653412939,0.021484375
1653412969,0.02080078125
1653412999,0.02119140625
1653413029,0.02119140625
1653413059,0.02119140625
1653413089,0.02119140625
1653413119,0.02119140625
1653413149,0.02119140625
1653413179,0.02158203125
1653413209,0.02158203125
1653413239,0.02158203125
1653413269,0.02158203125
1653413299,0.02158203125
1653413329,0.02158203125
1653413359,0.02197265625
1653413527,0.0212890625
1653413557,0.0212890625
1653413619,0.0208984375
1653413649,0.02080078125
1653413679,0.02080078125
1653413709,0.02080078125
1653413739,0.02080078125
1653413769,0.02119140625
1653413799,0.02119140625
1653418939,0.02119140625
1653418969,0.02119140625
1653418999,0.02119140625
1653419029,0.02119140625
1653419059,0.02119140625
1653419089,0.02119140625
1653419119,0.0208984375
1653419149,0.0208984375
1653419179,0.0208984375
1653419209,0.0208984375
1653419239,0.0208984375
1653419269,0.0208984375
1653419299,0.0216796875
1653419329,0.0216796875
1653419359,0.0216796875
1653419389,0.0216796875
1653419419,0.0216796875
1653419449,0.0216796875
1653419479,0.02158203125
1653419509,0.02158203125
1653419539,0.02158203125
1653419569,0.02158203125
1653419599,0.02158203125
1653419629,0.02158203125
1653419659,0.02109375
1653419689,0.02109375
1653419719,0.02109375
1653419749,0.02109375
1653419779,0.02109375
1653419809,0.02109375
1653419839,0.021875
1653419869,0.021875
1653419899,0.021875
1653419929,0.021875
1653419959,0.021875
1653419989,0.021875
1653420019,0.02158203125
1653420049,0.02158203125
1653420079,0.02158203125
1653421600,0.02158203125
1653421630,0.02158203125
1653421660,0.02158203125
1653421690,0.0212890625
1653421720,0.0212890625
1653421750,0.0212890625
1653421780,0.0212890625
1653421810,0.0220703125
1653421840,0.0220703125
1653421870,0.0220703125
1653421900,0.0220703125
1653421930,0.0220703125
1653421960,0.0220703125
1653421990,0.02158203125
1653422020,0.02158203125
1653422050,0.02158203125
1653422080,0.02158203125
1653422110,0.02158203125
1653422140,0.02158203125
1653422170,0.02109375
1653422200,0.02109375
1653422230,0.02109375
1653422260,0.02109375
1653422290,0.02109375
1653422320,0.02109375
1653422397,0.021875
1653422427,0.021875
1653422457,0.021484375
1653422487,0.021484375
1653422517,0.021484375
1653422547,0.021484375
1653422577,0.021484375
1653422607,0.02109375
1653422637,0.02109375
1653422667,0.02109375
1653422697,0.02109375
1653422727,0.02109375
1653422757,0.02109375
1653422787,0.021875
1653422817,0.021875
1653422847,0.021875
1653422877,0.021875
1653422907,0.021875
1653422937,0.021875
1653422967,0.02138671875
1653422997,0.02138671875
1653423027,0.02138671875
1653423057,0.02138671875
1653423087,0.02138671875
1653423117,0.02138671875
1653423147,0.02080078125
1653423177,0.02080078125
1653423207,0.02080078125
1653423237,0.02080078125
1653423267,0.02080078125
1653423297,0.02080078125
1653423327,0.02158203125
1653423357,0.02158203125
1653423387,0.02158203125
1653423417,0.02158203125
1653423447,0.02158203125
1653423477,0.02158203125
1653423507,0.02138671875
1653423537,0.02138671875
1653423567,0.02138671875
1653423597,0.02138671875
1653423627,0.02138671875
1653423657,0.02138671875
1653423687,0.02216796875
1653423717,0.02216796875
1653423747,0.02216796875
1653423777,0.02216796875
1653423807,0.02080078125
1653423837,0.02080078125
1653423867,0.02158203125
1653423897,0.02158203125
1653423927,0.02158203125
1653423957,0.02158203125
1653423987,0.02158203125
1653424017,0.02158203125
1653424047,0.0212890625
1653424077,0.0212890625
1653424107,0.0212890625
1653424137,0.0212890625
1653424167,0.0212890625
1653424197,0.0212890625
1653424227,0.0220703125
1653424257,0.0220703125
1653424287,0.0220703125
1653424317,0.0220703125
1653424347,0.021484375
1653424377,0.021484375
1653424407,0.021484375
1653424437,0.021484375
1653425326,0.0208984375
1653425356,0.02138671875
1653425436,0.0208984375
1653425466,0.02275390625
1653425496,0.02158203125
1653425526,0.02158203125
