t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1653419089,1,1,1.000000,1,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1653419119,2,1,1.000000,1,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1653419149,2,1,1.000000,1,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1653419179,2,1,1.000000,1,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1653419209,2,1,1.000000,1,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1653419239,2,1,1.000000,1,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1653419269,2,1,1.000000,1,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1653419299,3,2,1.933078,1,0.249887,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653419329,3,2,1.933078,1,0.249887,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653419359,3,2,1.933078,1,0.249887,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653419389,3,2,1.933078,1,0.249887,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653419419,3,2,1.933078,1,0.249887,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653419449,3,2,1.933078,1,0.249887,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653419479,4,2,1.995504,1,0.066903,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653419509,4,2,1.995504,1,0.066903,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653419539,4,2,1.995504,1,0.066903,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653419569,4,2,1.995504,1,0.066903,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653419599,4,2,1.995504,1,0.066903,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653419629,4,2,1.995504,1,0.066903,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653419659,5,2,1.999698,1,0.017380,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653419689,5,2,1.999698,1,0.017380,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653419719,5,2,1.999698,1,0.017380,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653419749,5,2,1.999698,1,0.017380,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653419779,5,2,1.999698,1,0.017380,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653419809,5,2,1.999698,1,0.017380,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653419839,6,2,1.999980,1,0.004506,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653419869,6,2,1.999980,1,0.004506,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653419899,6,2,1.999980,1,0.004506,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653419929,6,2,1.999980,1,0.004506,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653419959,6,2,1.999980,1,0.004506,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653419989,6,2,1.999980,1,0.004506,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653420019,7,2,1.999999,1,0.001168,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653420049,7,2,1.999999,1,0.001168,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653420079,7,2,1.999999,1,0.001168,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653421600,7,2,1.999999,1,0.001168,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653421630,8,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653421660,8,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653421690,8,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653421720,8,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653421750,8,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653421780,8,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653421810,9,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653421840,9,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653421870,9,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653421900,9,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653421930,9,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653421960,9,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653421990,10,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422020,10,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422050,10,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422080,10,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422110,10,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422140,10,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422170,11,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422200,11,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422230,11,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422260,11,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422290,11,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422320,11,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422397,12,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422427,12,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422457,13,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422487,13,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422517,13,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422547,13,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422577,13,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422607,14,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422637,14,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422667,14,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422697,14,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422727,14,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422757,14,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422787,15,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422817,15,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422847,15,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422877,15,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422907,15,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422937,15,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422967,16,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653422997,16,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423027,16,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423057,16,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423087,16,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423117,16,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423147,17,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423177,17,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423207,17,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423237,17,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423267,17,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423297,17,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423327,18,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423357,18,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423387,18,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423417,18,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423447,18,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423477,18,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423507,19,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423537,19,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423567,19,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423597,19,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423627,19,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423657,19,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423687,20,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423717,20,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423747,20,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423777,20,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423807,20,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423837,20,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423867,21,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423897,21,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423927,21,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423957,21,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653423987,21,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653424017,21,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653424047,22,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653424077,22,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653424107,22,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653424137,22,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653424167,22,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
