t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1653424197,22,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653424227,23,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653424257,23,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653424287,23,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653424317,23,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653424347,24,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653424377,24,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653424407,24,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653424437,24,2,2.000000,1,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653425356,1,2,2.000000,2,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653425466,1,2,2.000000,2,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653425496,1,2,2.000000,2,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1653425526,1,2,2.000000,2,0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
